incident_key,mkey,ntsb_no,event_date,event_year,event_month,city,state,country,latitude,longitude,airport_id,airport_name,make_raw,model_raw,make_clean,model_clean,model_family,aircraft_category,n_number,serial_number,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,damage_severity_score,highest_injury_level,fatal_count,serious_count,minor_count,total_onboard,weather_condition,accident_site_condition,has_safety_rec,report_type,report_status,factual_narrative,analysis_narrative,probable_cause,findings_text,narrative_combined,kw_engine_failure,kw_fuel_exhaustion,kw_loss_of_control,kw_weather_factor,kw_mechanical,kw_pilot_error,kw_runway_excursion,kw_fire,kw_structural,kw_bird_strike,severity_score,source_csv_ingestion_id,source_json_ingestion_id,silver_loaded_at
956,201960,GAA26WA019,2025-10-29,2025,10,San Felipe,OTHER FOREIGN,Chile,,,,,RANS,S9,RANS,S9,RANS S9,AIR,ULM-200,,False,,,000,,,,Destroyed,4,Fatal,1,0,0,1,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,855,,2026-04-03 04:05:44.570293+00:00
165,200347,DCA25WA236,2025-06-12,2025,6,Pusan City,,Republic Of Korea,,,,Gimhae International Airport,BOEING,737,BOEING,737,BOEING 737,AIR,Not reported,,False,,,000,SCHD,,China Airlines,None,1,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1861,,2026-04-03 04:05:44.570293+00:00
1165,202385,GAA26WA089,2025-12-10,2025,12,Dhana Airfield,,India,,,,,CESSNA,172,CESSNA,172,CESSNA 172,,VT-CAZ,,False,,,,,,,,0,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,1163,77.0,2026-04-03 04:05:44.570293+00:00
176,200359,ERA25LA234,2025-06-13,2025,6,Interlachen,FLORIDA,United States,29.683040,,FD22,MELROSE LANDING,STEVEN SCOTT GRASLEY,RV-7A,STEVEN SCOTT GRASLEY,RV-7A,STEVEN SCOTT GRASLEY RV-7A,AIR,N783RV,74002,True,1.0,,091,,PERS,,Substantial,3,Minor,0,0,1,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,13.00,1854,,2026-04-03 04:05:44.570293+00:00
650,200955,ENG25WA054,2025-07-02,2025,7,Kitakyushu,OTHER FOREIGN,Japan,,,,,PILATUS,PC12,PILATUS,PC12,PILATUS PC12,AIR,T7-12DW,2164,False,,,000,,,,None,1,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1544,,2026-04-03 04:05:44.570293+00:00
198,200386,ANC25LA055,2025-06-24,2025,6,Big Lake,ALASKA,United States,61.535150,,BGQ,Big Lake Airport,PIPER,PA-32R-300,PIPER,PA-32R-300,PIPER PA-32R-300,AIR,N3609Q,32R-7780319,False,1.0,,091,,INST,,Substantial,3,Serious,0,2,0,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,17.00,1799,,2026-04-03 04:05:44.570293+00:00
199,200387,ERA25FA239,2025-06-24,2025,6,Dunlap,TENNESSEE,United States,35.340055,,PVT,,PIPER,J3C-65,PIPER,J3C-65,PIPER J3C-65,AIR,N28DR,21010,False,1.0,,091,,INST,,Substantial,3,Fatal,1,1,0,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,26.00,1793,,2026-04-03 04:05:44.570293+00:00
166,200349,GAA25WA188,2025-06-16,2025,6,Klint,,Germany,,,,,RAND ROBINSON,KR2,RAND ROBINSON,KR2,RAND ROBINSON KR2,AIR,D-ELKR,,False,,,000,,,,Destroyed,4,Fatal,1,0,0,1,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,1840,,2026-04-03 04:05:44.570293+00:00
609,200901,ENG25WA052,2025-08-20,2025,8,Haute-Corse,,France,,,,,AIRBUS,A320,AIRBUS,A320,AIRBUS A320,AIR,F-HBNJ,4908,False,,,000,,,,None,1,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1632,178.0,2026-04-03 04:05:44.570293+00:00
69,200059,DCA25WA191,2025-04-14,2025,4,El-Oued,,Algeria,,,,,BOEING,737,BOEING,737,BOEING 737,AIR,7T-VKK,,False,,,000,,,Air Algerie,None,1,Serious,0,1,2,3,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,11.00,695,,2026-04-03 04:05:44.570293+00:00
161,200343,GAA25WA185,2025-06-15,2025,6,Guptkashi,,India,,,,,BELL,407,BELL,407,BELL 407,HELI,VT-BKA,,False,,,000,,,,Substantial,3,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1845,,2026-04-03 04:05:44.570293+00:00
745,201702,GAA25WA262,2025-06-24,2025,6,Maklar,,Hungary,,,,,CESSNA,P210,CESSNA,P210,CESSNA P210,AIR,D-EADB,,False,1.0,,000,,,,Substantial,3,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1801,,2026-04-03 04:05:44.570293+00:00
915,201909,ENG26WA003,2025-10-15,2025,10,Rio De Janeiro,,Brazil,,,,,SIKORSKY,S92,SIKORSKY,S92,SIKORSKY S92,,PR-BGM,,False,,,,,,,,0,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,903,,2026-04-03 04:05:44.570293+00:00
1225,202666,GAA26WA132,2026-03-12,2026,3,San Rafael,OTHER FOREIGN,Argentina,,,,,CESSNA,170,CESSNA,170,CESSNA 170,,LV-FCS,,False,,,,,,,,0,None,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,802,,2026-04-03 04:05:44.570293+00:00
1091,202164,GAA26WA051,2025-12-13,2025,12,Ranana,,New Zealand,,,,,BELL,206,BELL,206,BELL 206,HELI,ZK-IWZ,51123,False,,,137,,,,Substantial,3,Fatal,2,0,0,2,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,31.00,1150,64.0,2026-04-03 04:05:44.570293+00:00
25,200002,WPR25FA127,2025-04-11,2025,4,Justin,TEXAS,United States,33.071592,,16X,Propwash Airport,Azalea Aviation LLC,Saberwing,AZALEA AVIATION LLC,Saberwing,AZALEA AVIATION LLC SABERWING,AIR,N121DF,SW-011,True,1.0,,091,,PERS,,Destroyed,4,Fatal,1,0,0,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,707,,2026-04-03 04:05:44.570293+00:00
930,201928,CEN26LA031,2025-10-27,2025,10,Chilton,TEXAS,United States,31.287450,,N/A,,DENNEY,KITFOX,DENNEY,KITFOX,DENNEY KITFOX,AIR,N5241N,1172,True,1.0,,091,,PERS,,Substantial,3,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,861,,2026-04-03 04:05:44.570293+00:00
26,200005,WPR25MA128,2025-04-12,2025,4,Copake,NEW YORK,United States,42.178250,,1B1,Columbia County Airport,MITSUBISHI,MU-2B-40,MITSUBISHI,MU-2B-40,MITSUBISHI MU-2B-40,AIR,N635TA,458 S.A.,False,2.0,,091,,PERS,,Destroyed,4,Fatal,6,0,0,6,IMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,54.00,704,,2026-04-03 04:05:44.570293+00:00
86,200088,CEN25LA164,2025-04-29,2025,4,Atlantic Ocean,,Canada,46.951667,,,,AIR TRACTOR,AT802,AIR TRACTOR,AT802,AIR TRACTOR AT802,AIR,N4025K,802A-1187,False,1.0,TP,091,NSCH,FERY,,Destroyed,4,Fatal,1,0,0,1,IMC,,False,DirectorBrief,Completed,,,The airplane’s impact with the ocean for undetermined reasons based on the available evidence.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,  The airplane’s impact with the ocean for undetermined reasons based on the available evidence. Not determined - Not determined - (general) - (general) - Unknown/Not determined,False,False,False,False,False,False,False,False,False,False,29.00,649,,2026-04-03 04:05:44.570293+00:00
87,200090,ENG25LA053,2025-04-25,2025,4,Honolulu,HAWAII,United States,21.317825,,,,BOEING,767,BOEING,767,BOEING 767,AIR,N347AZ,26264,False,2.0,,121,NSCH,,Air Transport International,None,1,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,658,,2026-04-03 04:05:44.570293+00:00
88,200091,GAA25WA150,2025-04-19,2025,4,São José Do Rio Claro,OTHER FOREIGN,Brazil,-13.434167,,,,AYRES,S2R,AYRES,S2R,AYRES S2R,AIR,PR-PRM,T34-420DC,False,1.0,TP,000,,AAPL,AEROAGRÍCOLA BELA VISTA LTDA - ME,Destroyed,4,Fatal,1,0,0,1,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,679,,2026-04-03 04:05:44.570293+00:00
137,200314,CEN25LA205,2025-06-11,2025,6,Fort Stockton,TEXAS,United States,30.915259,,FST,FORT STOCKTON-PECOS COUNTY,LANCAIR,360,LANCAIR,360,LANCAIR 360,AIR,N77LH,891 320 688,True,1.0,,091,,PERS,,Destroyed,4,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,12.00,1863,,2026-04-03 04:05:44.570293+00:00
138,200315,DCA25WA232,2025-06-12,2025,6,Ahmedabab,,India,,,,,BOEING,787,BOEING,787,BOEING 787,,VT-ANB,,False,,,000,SCHD,,Air India,,0,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,1862,,2026-04-03 04:05:44.570293+00:00
102,200232,DCA25WA219,2025-04-29,2025,4,Athens,,Greece,,,,,"BOEING, ATR","737, ATR72","BOEING, ATR","737, ATR72","BOEING, ATR 737,",,"4X-EHE, SX-TNO",,,,,,,,,,0,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,650,,2026-04-03 04:05:44.570293+00:00
158,200338,CEN25LA208,2025-06-16,2025,6,New Century,KANSAS,United States,38.839910,,IXD,,BEECH,E-90,BEECH,E-90,BEECH E-90,AIR,N1UC,LW-140,False,2.0,,091,,INST,L and P Air LLC,Substantial,3,Minor,0,0,2,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,13.00,1838,,2026-04-03 04:05:44.570293+00:00
518,200797,DCA25WA295,2025-08-14,2025,8,Banksmeadow,,Australia,-33.961518,,,,BOEING,787,BOEING,787,BOEING 787,AIR,ZK-NZR,,False,2.0,,000,,,,None,1,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,3.00,1668,214.0,2026-04-03 04:05:44.570293+00:00
717,201035,WPR25LA283,2025-09-17,2025,9,Rigby,IDAHO,United States,43.642725,,U56,Rigby Airport,CESSNA,150F,CESSNA,150F,CESSNA 150F,AIR,N8047F,15064147,False,1.0,,091,,INST,,Substantial,3,Minor,0,0,1,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,13.00,1262,,2026-04-03 04:05:44.570293+00:00
10,199973,CEN25LA146,2025-04-07,2025,4,Ault,COLORADO,United States,40.724943,,,,PIPER,PA28,PIPER,PA28,PIPER PA28,AIR,N8282V,28-8116060,False,1.0,REC,091,,INST,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"The flight instructor’s failure to maintain terrain clearance during an attempted go-around, which resulted in a collision with a fence post.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot","  The flight instructor’s failure to maintain terrain clearance during an attempted go-around, which resulted in a collision with a fence post. Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot",False,False,False,False,False,True,False,False,False,False,9.00,733,,2026-04-03 04:05:44.570293+00:00
11,199976,GAA25WA133,2025-04-02,2025,4,Rondonopolis,,Brazil,-16.483889,,SDWC,Agropastori Bom Pastor Aerodrome,PIPER,PA32,PIPER,PA32,PIPER PA32,AIR,PP-PSO,3232037,False,1.0,REC,000,,,,Destroyed,4,Fatal,1,0,0,1,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,29.00,744,,2026-04-03 04:05:44.570293+00:00
403,200654,ENG25WA048,2025-07-04,2025,7,Vitória Da Conquista,OTHER FOREIGN,Brazil,,,SBQV,,CIRRUS,SR22,CIRRUS,SR22,CIRRUS SR22,AIR,PR-EMC,2214,False,,,000,,,Jacson Ronaldo Tombini,Substantial,3,,0,0,0,0,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,9.00,1529,,2026-04-03 04:05:44.570293+00:00
1,199945,ERA25LA161,2025-04-01,2025,4,Martinsville,VIRGINIA,United States,36.635850,,MTV,BLUE RIDGE,AERONCA,7AC,AERONCA,7AC,AERONCA 7AC,AIR,N84065,7AC-2752,False,1.0,REC,091,,PERS,,Substantial,3,Minor,0,0,1,1,VMC,,False,DirectorBrief,Completed,,,The pilot inadvertently turned off the fuel selector valve on takeoff which resulted in a loss of engine power.,"Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot","  The pilot inadvertently turned off the fuel selector valve on takeoff which resulted in a loss of engine power. Aircraft - Aircraft systems - Fuel system - Fuel selector/shutoff valve - Unintentional use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",False,False,False,False,False,False,False,False,False,False,13.00,748,,2026-04-03 04:05:44.570293+00:00
2,199949,ERA25FA163,2025-04-01,2025,4,Midvale,OHIO,United States,40.425608,,PHD,New Philadelphia,CESSNA,310Q,CESSNA,310Q,CESSNA 310Q,AIR,N8242Q,310Q0715,False,2.0,,091,,PERS,Birds Eye View Inc,Substantial,3,Fatal,1,0,0,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,26.00,747,,2026-04-03 04:05:44.570293+00:00
3,199950,ERA25LA164,2025-04-01,2025,4,Hickory,NORTH CAROLINA,United States,35.743384,,HKY,HICKORY RGNL,CESSNA,172N,CESSNA,172N,CESSNA 172N,AIR,N79514,17268134,False,1.0,REC,091,,INST,,Substantial,3,Minor,0,0,1,1,VMC,,False,DirectorBrief,Completed,,,"The student pilot’s failure to maintain airplane control during an attempted go-around, which resulted in an aerodynamic stall/spin and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","  The student pilot’s failure to maintain airplane control during an attempted go-around, which resulted in an aerodynamic stall/spin and collision with terrain. Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained",False,False,False,False,False,True,False,False,False,False,13.00,746,,2026-04-03 04:05:44.570293+00:00
4,199955,CEN25FA144,2025-04-02,2025,4,Raceland,LOUISIANA,United States,29.701865,,HUM,HOUMA-TERREBONNE,CESSNA,210L,CESSNA,210L,CESSNA 210L,AIR,N1574P,21061258,False,1.0,,091,,INST,SOUTHERN SEAPLANE INC,Destroyed,4,Fatal,2,0,0,2,IMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,34.00,742,,2026-04-03 04:05:44.570293+00:00
5,199960,ERA25LA166,2025-04-03,2025,4,Sanford,FLORIDA,United States,28.781181,,SFB,ORLANDO SANFORD INTL,CESSNA,182,CESSNA,182,CESSNA 182,AIR,N1910M,18264475,False,1.0,,091,,PERS,,Substantial,3,Minor,0,0,1,1,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,13.00,741,,2026-04-03 04:05:44.570293+00:00
7,199968,ERA25LA167,2025-04-06,2025,4,Rockledge,FLORIDA,United States,28.337222,,COI,MERRITT ISLAND,HILLER,UH12E,HILLER,UH12E,HILLER UH12E,HELI,N48263,1208,False,1.0,,091,,PERS,,Substantial,3,Serious,0,2,0,2,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,17.00,736,,2026-04-03 04:05:44.570293+00:00
8,199970,GAA25WA132,2025-04-01,2025,4,Bergen,OTHER FOREIGN,Norway,,,,,CHAMPION,8KCAB,CHAMPION,8KCAB,CHAMPION 8KCAB,AIR,LN-SDB,,False,,,000,,,,Substantial,3,Fatal,2,0,0,2,,,False,,N/A,,,,,   ,False,False,False,False,False,False,False,False,False,False,31.00,749,,2026-04-03 04:05:44.570293+00:00
9,199972,WPR25LA124,2025-04-07,2025,4,North Bend,OREGON,United States,43.423888,,OTH,Southwest Oregon Regional Airport,HONDA AIRCRAFT CO LLC,HA-420,HONDA AIRCRAFT CO LLC,HA-420,HONDA AIRCRAFT CO LLC HA-420,AIR,N826E,42000170,False,2.0,,091,,EXEC,ANDY LEAVITT ENTERPRISES LLC,Substantial,3,Serious,0,1,4,5,UNKNOWN,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,17.00,734,,2026-04-03 04:05:44.570293+00:00
12,199977,ERA25LA168,2025-04-04,2025,4,Vero Beach,FLORIDA,United States,27.653517,,VRB,Vero Beach Regional Airport,PIPER,PA-34-200,PIPER,PA-34-200,PIPER PA-34-200,AIR,N333SE,34-7350091,False,2.0,REC,091,,INST,PARIS AIR INC,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,"Separation of the lower nose landing gear down lock link bolt, which resulted in a collapse of the nose landing gear during landing.",Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure,"  Separation of the lower nose landing gear down lock link bolt, which resulted in a collapse of the nose landing gear during landing. Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Failure",False,False,False,False,True,False,False,False,False,False,9.00,740,,2026-04-03 04:05:44.570293+00:00
307,200531,CEN25LA250,2025-07-12,2025,7,Tarkio,MISSOURI,United States,40.445489,,K57,Gould Peterson Municipal,"GAME COMPOSITES LLC, VANS","GB1 GAMEBIRD, RV-8","GAME COMPOSITES LLC, VANS","GB1 GAMEBIRD, RV-8","GAME COMPOSITES LLC, VANS GB1","AIR, AIR","N588AF, N931KZ","0039, 83685",,,,091,,"PERS, PERS",,"Substantial, Minor",0,None,0,0,0,0,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,0.00,1491,,2026-04-03 04:05:44.570293+00:00
103,200249,CEN25LA191,2025-06-02,2025,6,Hamlet,NEBRASKA,United States,40.385247,,N/A,,Air Tractor Inc,AT-401,AIR TRACTOR INC,AT-401,AIR TRACTOR INC AT-401,AIR,N60057,401-0951,False,1.0,TP,137,,AAPL,Sunflower Aero Inc,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot's failure to maintain clearance from the power lines during low altitude maneuvering.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","  The pilot's failure to maintain clearance from the power lines during low altitude maneuvering. Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",False,False,False,False,False,True,False,False,False,False,9.00,1906,,2026-04-03 04:05:44.570293+00:00
104,200255,CEN25FA194,2025-06-03,2025,6,Farmington,NORTH CAROLINA,United States,35.988797,,5NC2,Sugar Valley Airport,UNIVERSAL STINSON,108,UNIVERSAL STINSON,108,UNIVERSAL STINSON 108,AIR,N40158,108-88,False,1.0,,091,,PERS,,Substantial,3,Fatal,2,1,0,3,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,31.00,1902,,2026-04-03 04:05:44.570293+00:00
27,200006,ANC25LA033,2025-04-09,2025,4,Bethel,ALASKA,United States,60.801350,,,,PIPER,PA-18-150,PIPER,PA-18-150,PIPER PA-18-150,AIR,N57617,18-7709125,False,1.0,REC,091,,OWRK,,Substantial,3,None,0,0,0,0,VMC,,False,DirectorBrief,Completed,,,The pilot's delayed decision to abort the takeoff when the airplane was not attaining sufficient airspeed for takeoff and subsequently departed the end of the lake and collided with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation","  The pilot's delayed decision to abort the takeoff when the airplane was not attaining sufficient airspeed for takeoff and subsequently departed the end of the lake and collided with terrain. Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",False,False,False,False,False,False,False,False,False,False,9.00,727,,2026-04-03 04:05:44.570293+00:00
50,200035,CEN25FA157,2025-04-18,2025,4,Fremont,NEBRASKA,United States,41.415930,,,,CESSNA,180,CESSNA,180,CESSNA 180,AIR,N2908C,30808,False,1.0,,091,,PERS,,Substantial,3,Fatal,3,0,0,3,VMC,,False,,In work,,,,,   ,False,False,False,False,False,False,False,False,False,False,36.00,680,,2026-04-03 04:05:44.570293+00:00
